QGC WPL 110
0	1	0	16	0	0	0	0	40.010269	-111.804825	1455	1
1	0	3	22	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	200.000000	1
2	0	3	115	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
3	0	3	16	1.000000	0.000000	0.000000	0.000000	40.010269	-111.804825	200.000000	1
4	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
4	0	3	16	1.000000	0.000000	0.000000	0.000000	40.009796	-111.805434	200.000000	1
5	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
5	0	3	16	1.000000	0.000000	0.000000	0.000000	40.010108	-111.805438	200.000000	1
6	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
6	0	3	16	1.000000	0.000000	0.000000	0.000000	40.010106	-111.805746	200.000000	1
7	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
7	0	3	16	1.000000	0.000000	0.000000	0.000000	40.010098	-111.806976	200.000000	1
8	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
8	0	3	16	1.000000	0.000000	0.000000	0.000000	40.010252	-111.807286	200.000000	1
9	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
9	0	3	16	1.000000	0.000000	0.000000	0.000000	40.010095	-111.807284	200.000000	1
10	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
10	0	3	16	1.000000	0.000000	0.000000	0.000000	40.009939	-111.807282	200.000000	1
11	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
11	0	3	16	1.000000	0.000000	0.000000	0.000000	40.009316	-111.806967	200.000000	1
12	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
12	0	3	16	1.000000	0.000000	0.000000	0.000000	40.006348	-111.806932	200.000000	1
13	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
13	0	3	16	1.000000	0.000000	0.000000	0.000000	40.006660	-111.806936	200.000000	1
14	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
14	0	3	16	1.000000	0.000000	0.000000	0.000000	40.006984	-111.805401	200.000000	1
15	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
15	0	3	16	1.000000	0.000000	0.000000	0.000000	40.006515	-111.805396	200.000000	1
16	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
16	0	3	16	1.000000	0.000000	0.000000	0.000000	40.006359	-111.805394	200.000000	1
17	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
17	0	3	16	1.000000	0.000000	0.000000	0.000000	40.006519	-111.804781	200.000000	1
18	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
18	0	3	115	45.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
19	0	3	16	1.000000	0.000000	0.000000	0.000000	40.006346	-111.807240	200.000000	1
20	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
20	0	3	16	1.000000	0.000000	0.000000	0.000000	40.006502	-111.807241	200.000000	1
21	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
21	0	3	16	1.000000	0.000000	0.000000	0.000000	40.006500	-111.807549	200.000000	1
22	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
22	0	3	16	1.000000	0.000000	0.000000	0.000000	40.007281	-111.807558	200.000000	1
23	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
23	0	3	16	1.000000	0.000000	0.000000	0.000000	40.007283	-111.807251	200.000000	1
24	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
24	0	3	16	1.000000	0.000000	0.000000	0.000000	40.007285	-111.806943	200.000000	1
25	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
25	0	3	16	1.000000	0.000000	0.000000	0.000000	40.006669	-111.805705	200.000000	1
26	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
26	0	3	16	1.000000	0.000000	0.000000	0.000000	40.007294	-111.805713	200.000000	1
27	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
27	0	3	16	1.000000	0.000000	0.000000	0.000000	40.007296	-111.805405	200.000000	1
28	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
28	0	3	16	1.000000	0.000000	0.000000	0.000000	40.007452	-111.805407	200.000000	1
29	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
29	0	3	16	1.000000	0.000000	0.000000	0.000000	40.007454	-111.805099	200.000000	1
30	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
30	0	3	16	1.000000	0.000000	0.000000	0.000000	40.007457	-111.804792	200.000000	1
31	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
31	0	3	16	1.000000	0.000000	0.000000	0.000000	40.008704	-111.805114	200.000000	1
32	0	3	203	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1
32	0	3	16	1.000000	0.000000	0.000000	0.000000	40.008861	-111.805116	200.000000	1
